book_id,page_id,ref:,Ref_context
2,186,(^١),ينظر: ابن القيم: المصدر السابق، (٥/ ٨٣٠).
2,186,(^٢),ينظر: ابن أبي شيبة: المصدر السابق، (١١/ ٢٨٨).
2,187,(^١),ينظر: ابن القيم: المصدر السابق، (٥/ ٨٣٠ - ٨٣١).
2,187,(^٢),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٥).
2,187,(^٣),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٥ - ١٢٦).
2,187,(^٤),ينظر: الحطاب: المصدر السابق، (٥/ ٥٦). النووي: المصدر السابق، (٩/ ١٨٤). ابن قدامة: المصدر السابق، (٦/ ٣٦٤). البهوتي: المصدر السابق، (٧/ ٣١٣).
2,187,(^٥),النووي: المصدر السابق، (٩/ ١٨٤).
2,187,(^٦),النووي: المصدر السابق، (٩/ ١٨٤).
2,187,(^٧),النووي: المصدر السابق، (٩/ ١٨٤). وإلى عدم تغذي الجنين تشير الدراسات الحديثة لأن الجنين يتغذى من دم أمه عمومًا بواسطة المشيمة ثم الحبل السري المتصل بالجنين ا. هـ أفدت ذلك من حوار شفوي جرى مع الطبيب محمد حولدار والصيدلي زيد العشبان.
2,188,(^١),النووي: المصدر السابق، (٩/ ١٨٤).
2,188,(^٢),ينظر: النووي: المصدر السابق، (٩/ ١٨٤).
2,188,(^٣),ينظر: النووي: المصدر السابق، (٩/ ١٨٤).
2,188,(^٤),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٥). ابن قدامة: المصدر السابق، (٦/ ٣٦٤). البهوتي: المصدر السابق، (٧/ ٣١٣).
2,188,(^٥),ينظر: ابن قدامة: المصدر السابق، (٨/ ٧٣).
2,188,(^٦),ينظر: دبيان الدبيان: المصدر السابق، (٩/ ٣٦١).
2,188,(^٧),ابن حزم: المصدر السابق، (٩/ ٣٩).
2,189,(^١),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٥).
2,189,(^٢),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٥). البهوتي: المصدر السابق، (٧/ ٣١٣).
2,189,(^٣),ينظر: ابن قدامة: المصدر السابق، (٨/ ٧٤).
2,189,(^٤),ينظر: د. جمال مهدي: المصدر السابق، (ص ٧١).
2,189,(^٥),ينظر: شمس الدين ابن قدامة: المصدر السابق، (١٧/ ٤٠).
2,190,(^١),ينظر: البهوتي: المصدر السابق، (٧/ ٣١٣).
2,190,(^٢),ينظر: البهوتي: المصدر السابق، (٧/ ٣٠٧ - ٣٠٨).
2,190,(^٣),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٦). الحطاب: المصدر السابق، (٥/ ٥٦). النووي: المصدر السابق، (٩/ ١٨٤). زكريا الأنصاري: المصدر السابق، (١/ ٢٤). ابن قدامة: المصدر السابق، (٦/ ٣٦٤). البهوتي: المصدر السابق، (٧/ ٣١٣). ونسب النووي إلى الحنفية القول بنجاسته، وهو خلاف ما رأيته في كتبهم. ينظر: النووي: المصدر السابق، (٩/ ١٨٤).
2,190,(^٤),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٦ - ١٢٧).
2,190,(^٥),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٧).
2,190,(^٦),زكريا الأنصاري: المصدر السابق، (١/ ٢٤).
2,191,(^١),ينظر: زكريا الأنصاري: المصدر السابق، (١/ ٢٤).
2,191,(^٢),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٦).
2,191,(^٣),السرخسي: المصدر السابق، (١٥/ ١٢٦).
2,192,(^١),سعيد بن منصور: المصدر السابق، (١/ ٢٨٣، ٢/ ١٤٧).
2,192,(^٢),عبد الرزاق: المصدر السابق، (٧/ ٤٧٨ - ٤٧٩). سعيد بن منصور: المصدر السابق، (١/ ٢٨٣، ٢/ ١٤٧).
2,192,(^٣),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٧). الكاساني: المصدر السابق، (٤/ ١٩). جماعة من علماء الهند برئاسة البرنهابوري: المصدر السابق، (٤/ ٤٣٤).
2,192,(^٤),ينظر: الشافعي: المصدر السابق، (٦/ ٧١).
2,192,(^٥),ينظر: سحنون: المصدر السابق، (٥/ ٩٧، ٩٨). القرافي: المصدر السابق، (٤/ ٢٧٧). وفي مواهب الجليل للحطاب اعتبر رضاع الكفر. ينظر: الحطاب: المصدر السابق، (٤/ ٥٧٧).
2,192,(^٦),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤). المرداوي: الإنصاف (٢٤/ ٢٨٥). البهوتي: المصدر السابق، (١٣/ ١٠٩).
2,192,(^٧),ينظر: ابن أبي شيبة: المصدر السابق، (٩/ ٤٧٠).
2,192,(^٨),ينظر: ابن أبي شيبة: المصدر السابق، (٩/ ٤٧٠).
2,192,(^٩),ينظر: ابن حزم: المصدر السابق، (١٠/ ١٢).
2,192,(^١٠),ابن أبي شيبة: المصدر السابق، (٩/ ٤٧٠)، برقم (١٧٩٢٠)؛ من طريق معن بن عيسى، عن أبي سلام الفهري؛ قال سمعت علي بن عبد الله بن عباس ينهى مسلمًا أن يراضع نصرانيًّا.
2,193,(^١),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٧). الكاساني: المصدر السابق، (٤/ ١٩).
2,193,(^٢),ينظر: السرخسي: المصدر السابق، (١٥/ ١٢٧).
2,193,(^٣),ينظر: الشافعي: المصدر السابق، (٦/ ٧١).
2,193,(^٤),البيهقي: المصدر السابق، (١٦/ ٤٥)، برقم (١٥٧٧٧)؛ من طريق أبي الحسن بن أبي المعروف الفقيه، عن بشر بن أحمد الإسفراييني، عن أبي جعفر أحمد بن الحسين بن نصر الحذاء، عن علي، عن عبد الرحمن بن مهدي، عن ابن جريج، عن عثمان بن أبي سليمان، عن شعيب بن خالد الخثعمي، عن ابن عمر؛ به.
2,193,(^٥),ينظر: سحنون: المصدر السابق، (٥/ ٩٨). القرافي: المصدر السابق، (٤/ ٢٧٧).
2,193,(^٦),تقدم تخريجه عند الضابط الثاني في المبحث الثالث من التمهيد.
2,194,(^١),ينظر: ابن الحاجب: منتهى السول والأمل في عِلْمَي الأصول والجدل (ص ٩٦ - ٩٧). الشوكاني: إرشاد الفحول (٣٨٦ - ٣٩٠).
2,194,(^٢),"سعيد بن منصور: المصدر السابق، (١/ ٢٨٣، ٢/ ١٤٧)، برقم (٩٩٧، ٢٢٩٩)؛ من طريق سفيان - هو ابن عيينة -، عن عمر بن حبيب، عن رجل من كنانة أراه عتواريًّا؛ قال: جلست إلى ابن عمر، فقال: أمن بني فلان أنت؟ قلت: لا، ولكنهم أرضعوني. قال: سمعت عمر بن الخطاب يقول: إن اللبن يشتبه عليه ا. هـ، ورواه مرة أخرى بالسند نفسه، بلفظ: إن اللبن يشبه عليه ا. هـ البيهقي: السنن الكبير (١٦/ ٤٤)، برقم (١٥٧٧٦)؛ من طريق أبي الحسن بن أبي المعروف الفقيه، عن بشر بن أحمد الإسفراييني، عن أبي جعفر أحمد بن الحسين بن نصر الحذاء، عن علي بن عبد الله المديني، وسفيان بن عيينة؛ به، باللفظ الثاني، وهو مورَدٌ عنده في السنن الصغير (٣/ ١٨٠)، برقم (٢٨٧٤)؛ بلفظ: اللبن يشبه عليه ا. هـ، وأما زيادة ""فلا تسق من يهودية ولا نصرانية""، فقد قال عنها الألباني بعدما أورد الأثر بلفظ: "" اللبن نسبة؛ فلا تسق من يهودية، ولا نصرانية "": لم أقف عليه الآن ا. هـ، وتعقبه الطريفي بقوله: هكذا في كتب الشروح ...، ولعل هذا القول من بعض الأئمة الفقهاء المتقدمين؛ عقَّب به على أثر عمر شارحًا لمعناه مستدلًا به، فتتابع الفقهاء المصنفون على نقله، ولهذا نظائر في كتب الفقه ا. هـ عبد الرزاق: المصدر السابق، (٧/ ٤٧٧)، برقم (١٣٩٥٣)؛ من عمر بن حبيب، عن شيخ؛ أنه جلس إلى ابن عمر، فقال: أمن بني فلان؟ قلت: لا، ولكنهم أرضعوني. قال: أما إني سمعت عمر يقول: إن اللبن يُشبه عليه ا. هـ
ينظر: عبدالرزاق: المصدر السابق، (٧/ ٤٧٦)، برقم (١٣٩٥٣). سعيد بن منصور: المصدر السابق، (٢/ ١١٦، ١٢٣) برقم (٢٢٩٩). البيهقي: المصدر السابق، (٧/ ٤٦٤). ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤). البهوتي: المصدر السابق، (١٣/ ١٠٩). الألباني: إرواء الغليل (٧/ ٢١٨). عبد العزيز الطريفي: التحجيل (ص ٤٧٣)."
2,194,(^٣),البيهقي: المصدر السابق، (١٦/ ٤٥)، برقم (١٥٧٧٨)؛ من طريق أبي الحسن، عن بشر، عن جعفر الحذاء، عن علي بن المديني، عن عبد الرحمن بن مهدي، عن سفيان، عن هشام بن عروة، عن عمر بن عبد العزيز، بلفظ: اللبن يشبه عليه ا. هـ، وهو مورد عنده في السنن الصغير (٣/ ١٨٠)، برقم (٢٨٧٤).
2,195,(^١),ينظر: ابن أبي شيبة: المصدر السابق، (٩/ ٤٧٠).
2,195,(^٢),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤ - ٢٨٥).
2,195,(^٣),ينظر: النووي: المصدر السابق، (٩/ ١٧).
2,195,(^٤),ينظر: شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤).
2,195,(^٥),ينظر: المرداوي: المصدر السابق، (٢٤/ ٢٨٥).
2,195,(^٦),لم أجده في دواوين السنة بهذا اللفظ.
2,195,(^٧),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦).
2,195,(^٨),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤).
2,196,(^١),ينظر: ابن حزم: المصدر السابق، (١٠/ ١٢).
2,196,(^٢),ينظر: ابن جرير: المصدر السابق، (١١/ ٣٩٧).
2,196,(^٣),الدبيان: المصدر السابق، (٩/ ٣٦٤).
2,196,(^٤),ينظر: ابن حزم: المصدر السابق، (١٠/ ١٢).
2,196,(^٥),ينظر: البخاري: المصدر السابق، (كتاب الوصايا وغيره - باب تأويل الله تعالى ﴿مِنْ بَعْدِ وَصِيَّةٍ تُوصُونَ بِهَا أَوْ دَيْنٍ﴾ - ٤/ ١٤)، برقم (٢٧٦٨)؛ من طرق، بألفاظ مقاربة.
2,197,(^١),"عبد الرزاق: المصدر السابق، (كتاب الطلاق - باب نعم المرضعون - ٧/ ٤٨٥)، برقم (١٣٩٨٧)؛ من طريق ابن جريج، عن عنبسة مولى طلحة بن داود، عن طلحة بن داود؛ به مرفوعًا، ومن طريقه: الطبراني: المعجم الكبير (٤/ ٣٨٩)، برقم (٨٠٨٩)؛ من طريق إسحاق بن إبراهيم الدبري، عن عبد الرزاق؛ به مرفوعًا، ومن طريق الطبراني مباشرة: أبو نعيم: معرفة الصحابة (٣/ ١٥٥٤)، برقم (٣٩٣٥)؛ به مرفوعًا، ثم أردف: يعني الأزد ا. هـ، ومن طريق أبي نعيم: عز الدين أبو الحسن ابن الأثير: المصدر السابق، (ص ٥٩٤)؛ من طريق أبي موسى، عن أبي علي، عن أبي نعيم؛ به مرفوعًا، ثم أردف: ورواه سعيد القرشي، عن عبد الله بن أحمد، عن عباس بن يزيد، عن عبد الرزاق؛ فخالف فيه خلافًا بعيدًا، وقال: ""نعم المرضعون أهل نعمان""، ونعمان واد بعرفات ا. هـ ابن حجر: المطالب العالية (٨/ ٤٩٩)، (٤١٩٩)؛ من طريق ابن أبي عمر - لعله العدني - معلقًا عليه، عن سفيان - لعله ابن عيينة -، عن ابن جريج، عن رجل، عن طلحة بن عمرو الحضرمي - والظاهر أنه ابن داود، ولكن تحرَّف -، قال: قال رسول الله ﷺ: نعم المرضعون أهل نعمان.
ويتبين مما تقدم الآتي:
روى هذا الحديث عن النبي ﷺ: طلحة بن داود، وقد عده الطبراني كما في المعجم الكبير من الصحابة، وأورده أبو نعيم في الصحابة، وابن الأثير في أسد الغابة في معرفة الصحابة، وقال: قال سعيد - هو ابن يعقوب - القرشي: ليست له صحبة ا. هـ، وأورده كذلك ابن حجر في الإصابة.
ورواه عن طلحة بن داود: عنبسة مولى طلحة بن داود؛ قال الهيثمي: لم أعرفه، وبقية رجاله ثقات.
وأما الإسناد الذي أورده ابن حجر في المطالب، فالظاهر أنه خطأ؛ لأن ابن جريج من الطبقة السادسة، وهي متقدمة على طبقة طلحة بن عمرو السابعة، ومع ذلك يرويه ابن جريج عن رجل عن طلحة بن عمرو!
ينظر: الطبراني: المصدر السابق، (٤/ ٣٨٩). أبو نعيم: المصدر السابق، (٣/ ١٥٥٤). عز الدين أبو الحسن ابن الأثير: المصدر السابق، (ص ٥٩٤). الهيثمي: المصدر السابق، (١٠/ ٥٠). ابن حجر: الإصابة (٥/ ٤١٣)."
2,197,(^٢),عبد الرزاق: المصدر السابق، (كتاب الطلاق - باب نعم المرضعون - ٧/ ٤٨٦)، برقم (١٣٩٨٩)؛ من طريق ابن جريج، عن نوفل بن أنس، عن أمه، عن أسماء بنت أبي بكر، عن أبيها؛ به موقوفًا.
2,197,(^٣),ابن سعدي: القواعد والأصول الجامعة والفروق والتقاسيم البديعة النافعة، ضمن مجموع مؤلفات السعدي (٧/ ٦٤، ٦٦).
2,198,(^١),ينظر: سحنون: المصدر السابق، (٥/ ٩٨).
2,198,(^٢),ينظر: الجصاص: المصدر السابق، (٤/ ٢٧٦). الشافعي: المصدر السابق، (٦/ ٤٠٧). ابن قدامة: المصدر السابق، (٩/ ٥٤٥). ابن حزم: المصدر السابق، (٩/ ٥٧٩). المهدي: خلاصة الكلام في تفسير آيات الأحكام (٢/ ٧١٤).
2,198,(^٣),ينظر: السرخسي: المصدر السابق، (١٥/ ١١٩). الكاساني: المصدر السابق، (٤/ ١٩).
2,198,(^٤),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٤). المرداوي: المصدر السابق، (٢٤/ ٢٨٥). البهوتي: المصدر السابق، (١٣/ ١٠٩).
2,198,(^٥),"أبو داود: المراسيل (باب في النكاح - ص ١٤٢)، برقم (٢٠٧)؛ من طريق الحسن بن الصَّبّاح، عن إسحاق - هو ابن عيسى - ابن بنت داود بنِ أبي هند من خير الرجال - الوصف بالخيرية من قول الحسن فيما قرره ابن القطان الفاسي في بيان الوهم -، عن هشام بن إسماعيل المكي، عن زياد السهمي؛ به مرفوعًا، ومن طريقه: البيهقي: السنن الكبير (كتاب الرضاع - باب ما ورد في اللبن يشبَّه عليه - ١٦/ ٤٥)، برقم (١٥٧٧٩)؛ من طريق أبي بكر محمد بن محمد، عن أبي حسين الفسوي، عن أبي علي اللؤلؤي، عن أبي داود؛ به، ثم أردف: هذا مرسل ا. هـ، وهو مورَدٌ عنده في السنن الصغير مرسلًا عن زياد السهمي (٣/ ١٨٠)، برقم (٢٨٧٤). البزار: المصدر السابق، (١٨/ ١٠٣)، برقم (٤٢/ ١٩)؛ من طريق زيد بن أخزم أبي طالب الطائي، عن عبد القاهر بن شعيب، عن عكرمة بن إبراهيم، عن هشام بن عروة، عن أبيه، عن عائشة؛ رفعت الحديث إلى النبي ﷺ وأنا أهاب رفعه؛ قال: ""لا تسترضعوا الحمقاء؛ فإن اللبن يورث""، ثم أردف: وهذا الحديث لا نحفظه مرفوعًا إلا من هذا الوجه، وعكرمة بن إبراهيم لين الحديث، وقد احتُمل حديثه ا. هـ، وتعقبه الألباني، وأبو إسحاق الحويني؛ فقال الألباني: كذا قال، وهو معارض برواية الطبراني المتقدمة؛ لكن، لعله يعني بهذه الزيادة ا. هـ، وقال الحويني: رواية الطبراني تردُّ ما قلتَ، وروايتك تردُّ ما قاله، ولم يتفرَّد به عكرمة كما رأيت ا. هـ العقيلي: المصدر السابق، (٢/ ٤٤٧)؛ من طريق بشر بن موسى، عن الحميدي، عن سفيان، عن الزبير بن إسماعيل الهاشمي، عن زياد بن إسماعيل السهمي؛ أن رسول الله ﷺ نهى أن يسترضع بلبن الحمقاء، وقال: ""اللبن يشبه عليه""، ثم أردف: لا يتابع عليهما، ولا يعرفان إلا به ا. هـ الطبراني: المعجم الأوسط (١/ ٢٧)، برقم (٦٥)؛ من طريق أحمد بن إبراهيم، عن سليمان بن عبد الرحمن، عن الحكم بن يعلى بن عطاء المحاربي، عن أبي معمر عباد بن عبد الصمد التيمي، عن سالم بن عبد الله بن عمر، عن أبيه؛ ""أن رسول الله ﷺ نهى عن رضاع الحمقاء""، ثم أردف: لم يروه عن سالم بن عبد الله إلا أبو معمر، ولا عن أبي معمر إلا الحكم بن يعلى؛ تفرد به: سليمان بن عبد الرحمن ا. هـ، المعجم الصغير (ص ١٢٥)، برقم (١٣٧)؛ من طريق أحمد بن عمرو الزنبقي البصري، عن زكريا بن يحيى المنقري، عن الأصمعي، عن أبي أمية بن يعلى الثقفي بصري، عن هشام بن عروة، عن أبيه، عن عائشة؛ به مرفوعًا، بلفظ: ""لا تسترضعوا الورهاء""، ثم أردف: قال الأصمعي: سمعت يونس بن حبيب يقول: الورهاء: الحمقاء، لم يروه عن هشام إلا أبو أمية، واسمه إسماعيل؛ تفرد به الأصمعي سفيان ا. هـ، وتعقبه الألباني، وأبو إسحاق الحويني؛ فقال الألباني: كلا؛ فقد تابعه عكرمة بن إبراهيم، عن هشام، وزاد في متنه: فإن اللبن يورث ا. هـ، وقال الحويني: لم يتفرَّد به أبو أُمية، فتابعه عكرمة بن إِبراهيم؛ فرواه عن هشام بن عروة، عن أبيه، عن عائشة؛ رفعت الحديث إِلي النبي ﷺ، وأنا أهابُ رفعه؛ قال: ""لا تسترضعوا الحمقاء، فإِن اللَّبن يورث"" ا. هـ ابن عدي: المصدر السابق، (٦/ ١٠٩، ٨/ ٤٤٨)؛ من طريق محمد بن عمرو بن عبد العزيز العسقلاني، عن أبي صالح، عن عمرو بن خليف الحتاوي، عن محمد بن مخلد الرعيني - حمصي يكنى أبا أسلم -، عن نعيم - أو يَغْنَم - بن سالم بن قنبر؛ عن أنس بن مالك؛ به مرفوعًا، بلفظ: ""لا ترضعْ لكم الحمقاء؛ فإن اللبن يعدي"". وصوب الخطابي التخفيف في لفظة ""يشبه""، وقد أورده بعض المعاصرين في مؤلفاتهم، بلفظ: ""لا تسترضعوا الحمقاء ولا العمشاء، فإن اللبن يعدي""، وهو ما لم أجده في شيء من دواوين السنة؛ إلا ما ورد في كتاب الفردوس لأبي شجاع معلقًا على أنس برقم (٧٣٩٩)، ولفظ: لَا تسترضعوا أَوْلَادكُم الرشح، وَلَا العمش؛ الرشح: الَّتِي لحم عجزها قَلِيل، والعمش: جمع عمشاء ا. هـ
وأعل بما يأتي:
العلة الأولى: بهشام بن إسماعيل المكي؛ مجهول.
العلة الثانية: الإرسال.
ونوقشت هذه العلة: بأنه أسند.
وأجيب: بأن الذي أسنده يتهم بالوضع، وهو عمرو بن خليف الحتَّاوي - نسبةً إلى حتاوة؛ قرية بعسقلان -.
العلة الثالثة: جهالة زياد السهمي. ="
2,199,(^١),"ابن عدي: المصدر السابق، (٣/ ١٨٦)؛ من طريق الحسين بن عبد الله القطان، عن عبيد بن الهيثم الحلبي، عن الحسين بن عُلوان، عن هشام بن عروة، عن أبيه، عن عائشة؛ به مرفوعًا، بلفظ: ""إياكم ورضاع الحمقى؛ فإن رضاع الحمقى يعدي"". أبو طاهر السلفي: المشيخة البغدادية (٣٩/ ٨)؛ من طريق أبي غالب الباقلاني بقراءتي عليه، عن أبي محمد عبد الله بن علي بن محمد بن عبد الله بن بشران المعدل، عن عبد الله بن إبراهيم بن ماسي البزاز، عن إبراهيم بن هاشم البغوي صاحب الطعام، عن علي بن الجعد اللؤلؤي، عن غيث بن إبراهيم، عن يزيد بن حنين، عن محمد بن سعيد بن المسيب، عن أبيه؛ أنه نهى عن رضاع الحمقى.
وأعل بأبي علي الحسن بن عُلوان الكوفي الكلبي؛ كذابٌ يضعُ الحديث.
ينظر: ابن عدي: المصدر السابق، (٣/ ١٨٥). ابن القيسراني: المصدر السابق، (٢/ ١٠٥١)."
2,199,(^٢),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦).
2,200,(^١),السرخسي: المصدر السابق، (١٥/ ١١٩). ولم أجده في دواوين السنة؛ إلا أن يكون لفظًا من الحديث المخرج الآنف.
2,200,(^٢),الكاساني: المصدر السابق، (٤/ ١٩).
2,200,(^٣),السرخسي: المصدر السابق، (١٥/ ١١٩).
2,200,(^٤),لم أجده في دواوين السنة؛ إلا أن يكون لفظًا من الحديث المخرج الآنف.
2,200,(^٥),"ابن الأعرابي: المصدر لسابق، (١/ ١٣٨)، برقم (٢١٩، ٦١٧)؛ من طريق أبي بكر محمد بن صالح الأنطاكي كيلجة، عن أبي مروان عبد الملك بن مسلمة، عن صالح بن عبد الجبار، عن ابن جريج، عن عكرمة، عن ابن عباس؛ به مرفوعًا، بلفظ: ""الرضاع يغير الطباع""، ومن طريق محمد بن هارون، عن الحكم بن موسى السمار، عن مسلمة بن علي، عن ابن جريج، عن عبد الله بن دينار، عن ابن عمر؛ به مرفوعًا، باللفظ الآنف، ومن طريقه الأول: القضاعي: مسند الشهاب، (١/ ٥٦)، برقم (٣٥)؛ من طريق عبد الرحمن بن عمر التجيبي، عن أبي سعيد ابن الأعرابي؛ به مرفوعًا، بلفظه.
وأعل هذا الحديث بما يأتي:
تفرد به عبد الملك بن مسلمة، عن صالح بن عبد الجبار، عن ابن جريج.
إن فيه انقطاعًا.
عبد الملك؛ مدنى ضعيف.
عنعنة ابن جريج.
مسلمة بن علي الخشني؛ متروك.
قال الذهبي: خبر منكر جدًّا ا. هـ، وقال أبو الغرس: ضعيف ا. هـ، وقال المناوي: منكر ا. هـ، وقال الألباني عن حديث ابن عباس: منكر جدًّا ا. هـ، وقال مرة أخرى: واهٍ ا. هـ، وقال عن حديث ابن عمر الذي عند - وهو كسند ابن الأعرابي الآخر -: ضعيف جدًّا ا. هـ
ينظر: ابن القيسراني: أطراف الغرائب والأفراد (٣/ ٢٦٨). الذهبي: المصدر السابق، (٢/ ٢٧٣). السخاوي: كشف الخفاء (١/ ٥١٩). الألباني: سلسلة الأحاديث الضعيفة والموضوعة (٤/ ٦٥، ٨/ ١٤١ - ١٤٢).
ينظر في الجملة الثانية من قوله: ""ولا تسترضعوها. . . "": البزار: كشف الأستار (٢/ ١٦٩) برقم (١٤٤٦)، الطبراني: المعجم الصغير (١/ ١٠٠) برقم (١٣٧)؛ عن عائشة بلفظ: ""لا تسترضعوا الحمقاء؛ فإن اللبن يورث"". قال الهيثمي في مجمع الزوائد (٤/ ٢٦٢): إسنادهما ضعيف."
2,200,(^٦),ينظر: البهوتي: المصدر السابق، (١٣/ ١٠٩)، وجاء في هذا من القصص: أن أبا محمد الجويني لما دخل بيته؛ وجد ابنه أبا المعالي يرتضع ثدي غيرِ أمه، فاختطفه منها، ثم نكس رأسه، ومسح بطنه، وأدخل أصبعه في فيه، ولم يزل يفعل ذلك حتى خرج ذاك اللبن؛ قائلًا: يسهل علي موته، ولا تفسد طباعه بشرب لبن غير أمه، ثم لما كبر أبو المعالي كان إذا حصلت له كبوة في المناظرة؛ يقول: هذه من بقايا تلك الرضعةا. هـ، وربما كان هذا من بين الأسباب التي حرم الله لأجلها المراضع على موسى ﵊ حكمةً منه ﵎. ينظر: السخاوي: المصدر السابق، (١/ ٥١٩ - ٥٢٠).
2,201,(^١),ينظر: الطبراني: المعجم الأوسط (١/ ٧٨) برقم (٦٥). قال الهيثمي في مجمع الزوائد (٤/ ٢٦٢): فيه عباد بن عبد الصمد، وهو ضعيف ا. هـ
2,201,(^٢),ينظر: الكاساني: المصدر السابق، (٤/ ١٩).
2,201,(^٣),ينظر: ابن قدامة: المصدر السابق، (١١/ ٣٤٦). شمس الدين ابن قدامة: المصدر السابق، (٢٤/ ٢٨٥).
2,201,(^٤),ينظر: البهوتي: المصدر السابق، (١٣/ ١١٠).
2,201,(^٥),ينظر: المرداوي: المصدر السابق، (٢٤/ ٢٨٥). البهوتي: المصدر السابق، (١٣/ ١١٠).
2,201,(^٦),ينظر: المرداوي: المصدر السابق، (٢٤/ ٢٨٥).
2,201,(^٧),ينظر: البهوتي: المصدر السابق، (١٣/ ١١٠).
2,202,(^١),ينظر: ابن حزم: المصدر السابق، (١٠/ ١١).
2,202,(^٢),ينظر: ابن نجيم: البحر الرائق (٨/ ٢٦).
2,202,(^٣),جماعة من علماء الهند برئاسة البرنهابوري: المصدر السابق، (٤/ ٤٣٤).
2,202,(^٤),وذلك في تبويبه من كتاب الإجارة: بابٌ هل يؤاجر الرجل نفسه من مشرك في أرض الحرب ا. هـ ينظر: البخاري: المصدر السابق، (٣/ ٢٧٠).
2,202,(^٥),ينظر: شمس الدين ابن مفلح: الفروع (٧/ ١٤٧).
2,203,(^١),ينظر: شمس الدين ابن مفلح: المصدر السابق، (٧/ ١٤٧ - ١٤٨).
2,203,(^٢),ينظر: الدبيان: المصدر السابق، (٩/ ٣٦١).
2,203,(^٣),ينظر: الدبيان: المصدر السابق، (٩/ ٣٦١).
2,203,(^٤),ينظر: شمس الدين ابن مفلح: المصدر السابق، (٧/ ١٤٨). الدبيان: المصدر السابق، (٩/ ٣٦١).
2,203,(^٥),ينظر: الدبيان: المصدر السابق، (٩/ ٣٦١ - ٣٦٢).
2,203,(^٦),ينظر: الدبيان: المصدر السابق، (٩/ ٣٦٢).
2,204,(^١),ابن جرير: المصدر السابق، (٨/ ٥٢٧ - ٥٢٨).
2,204,(^٢),"وقد حكي الاتفاق على تسمية اليهود والنصارى كفارًا، واختلفوا في تسميتهم مشركين.
ينظر: ابن حزم: مراتب الإجماع (ص ٢٠٢)."
2,204,(^٣),البخاري: المصدر السابق، (كتاب البيوع - باب شراء النبي ﷺ بالنسيئة، وباب شراء الطعام إلى أجل - ٣/ ١٦٥، ٢٢٧، كتاب الاستقراض وأداء الديون والحجر والتفليس - باب من اشترى بالدين وليس عنده ثمنه أو ليس بحضرته، كتاب السلم - باب الرهن في السلم - ٣/ ٢٥٢، كتاب الرهن في الحضر - باب من رهن درعه - ٣/ ٤٢٠)، برقم (٢٠٧٦، ٢٢٠٩، ٢٢٦٥، ٢٣٩٨، ٢٥٢٣)؛ من طريق معلَّى بن أسد، ومحمد بن محبوب، ومسدَّد؛ عن عبد الواحد، عن الأعمش، عن إبراهيم، عن الأسود، عن عائشة؛ أن النبي ﷺ اشترى طعامًا من يهودي إلى أجل - زاد ابن محبوب في روايته: معلوم -، ورهنه - ولفظ رواية ابن محبوب: وارتهن منه - درعًا من حديد - ولفظ مسدد: فرهنه درعه - ا. هـ، ومن طريق عمر بن حفص بن غياث، عن أبيه، عن الأعمش؛ به، بلفظ مسدد.
2,204,(^٤),ينظر: أ. د. عبد الله بن عبد العزيز الجبرين: شرح تسهيل العقيدة الإسلامية (٦٢٨ - ٦٢٩).
2,204,(^٥),ينظر: ابن جرير: المصدر السابق، (٢٢/ ٥٧١).
2,205,(^١),ينظر: ابن جرير: المصدر السابق، (٢٢/ ٥٧٤).
2,205,(^٢),ينظر: عبد الرزاق: تفسير القرآن (٢/ ٢٨٧). ابن جرير: المصدر السابق، (٢٢/ ٥٧٣).
2,205,(^٣),ينظر: ابن جرير: المصدر السابق، (٢٢/ ٥٧٤).
2,206,(^١),ينظر: ابن جرير: المصدر السابق، (٥/ ٣١٥ - ٣٢٠).
2,206,(^٢),ينظر: ابن جرير: المصدر السابق، (٧/ ٦٠٩ - ٦١١).
2,206,(^٣),ينظر: ابن عابدين: المصدر السابق، (٤/ ٣٩٩).
